,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
27,27.0,0.7349420361238876,0.05160841701428055,0.0036195141690059476,0.00025373272146686824,1.778177781829375e-05,1.2458930341227869e-06,8.727962965907115e-08,6.11342190179808e-09,4.2815808736310684e-10,3.224081734239969e-11,0.0,0.07479102399669009,0.005255301870724668,0.0003686955326749097,2.5851617914037863e-05,1.8119936885679125e-06,1.269750712901978e-07,8.896054737029557e-09,6.231736429330526e-10,4.693496147416381e-11,0.0,0.12432026339927665,0.008724420695199683,0.0006117918031806924,4.288436793598059e-05,3.005234298755289e-06,2.105572249816263e-07,1.474999118433352e-08,1.0331295603027492e-09,7.780316055704411e-11
28,28.0,0.7291216419019847,0.0536702310520762,0.003945938382216244,0.0002899831680203817,2.1304619290243576e-05,1.5648982147488435e-06,1.1492870621014195e-07,8.43943212108011e-09,6.196532942803173e-10,4.9096847567307754e-11,0.0,0.07137610531394858,0.0052573520520802376,0.00038665564591321594,2.8421074990494125e-05,2.0883906298397218e-06,1.5341939200120226e-07,1.1268588545623578e-08,8.275502659927418e-10,6.558169541073256e-11,0.0,0.12385003872393364,0.009111088119423077,0.0006697758648333192,4.921804234993854e-05,3.6158322105124125e-06,2.655881236531609e-07,1.9504825083011845e-08,1.4322525599866358e-09,1.134916693615208e-10
29,29.0,0.7234799206216613,0.05569589865605407,0.0042827512409609235,0.0003291824480242389,2.5294991650347824e-05,1.943335863761395e-06,1.492775784162237e-07,1.1465323456880388e-08,8.805037488163092e-10,7.323716737734661e-11,0.0,0.06812960288185768,0.005248235661788958,0.0004036950465938531,3.103565335329057e-05,2.3852231047449384e-06,1.8327301926198138e-07,1.4079657484383544e-08,1.0814936459412874e-09,8.997167151092696e-11,0.0,0.12326192303474973,0.009483719773776727,0.0007291644382161601,5.604212580728684e-05,4.306233412846543e-06,3.308267734792051e-07,2.5412052829436863e-08,1.951755943486311e-09,1.6235453397812377e-10
30,30.0,0.7180099035742663,0.05768471370746396,0.00462926583686106,0.0003713518688047366,2.9781619627313968e-05,2.3879778726589353e-06,1.9144707055564138e-07,1.534668933902033e-08,1.2300875278022709e-09,1.071757036530721e-10,0.0,0.06504237300134395,0.005228864901761607,0.00041975826527105426,3.3679559106226087e-05,2.701464963278908e-06,2.1663944021583307e-07,1.7370118828910145e-08,1.3925439675156107e-09,1.213525624273579e-10,0.0,0.1225673154029058,0.009841687145078992,0.0007897187440403686,6.334669677202196e-05,5.080117545830647e-06,4.0733063556716305e-07,3.265571388157343e-08,2.617702533499608e-09,2.2809634283583118e-10
31,31.0,0.7127049643519869,0.059636167752486174,0.004984799331283536,0.0004165001163169402,3.479177459374005e-05,2.9057676777550987e-06,2.426523361227615e-07,2.0260864571446597e-08,1.6915655254200156e-09,1.5407720287027155e-10,0.0,0.06210582619676518,0.005200115900809444,0.0004348018955727248,3.6337288905602805e-05,3.0358773132833992e-06,2.5358567817264943e-07,2.11784975020984e-08,1.7685151778499405e-09,1.6111515976753317e-10,0.0,0.1217766810468003,0.010184492429408831,0.0008512025650910498,7.111823109843968e-05,5.9406140920019924e-06,4.961447900044324e-07,4.143114233031415e-08,3.459366413265104e-09,3.151251069761525e-10
32,32.0,0.7075587984660646,0.06154992510782081,0.005348676696003716,0.00046462390360797507,4.035108686565274e-05,3.5037660903553166e-06,3.0419838359990314e-07,2.6407713983779056e-08,2.292260392437282e-09,2.1786645327902023e-10,0.0,0.059311889495654385,0.005162825994308236,0.0004487937056679428,3.899380386663881e-05,3.387033792586178e-06,2.9414101975811916e-07,2.5540195927447914e-08,2.2173705593217675e-09,2.1078573190202017e-10,0.0,0.12089963007730978,0.010511756569105541,0.0009133841828201832,7.933989645814291e-05,6.890265905510632e-06,5.982875904465666e-07,5.194309185056977e-08,4.5091929279050855e-09,4.286090620478204e-10
33,33.0,0.702565404383898,0.06342580084087897,0.005720233871962694,0.0005157086727892229,4.648338618698152e-05,4.189096548305083e-06,3.774742973863353e-07,3.4010151418351065e-08,3.0640139719579578e-09,3.033433508813853e-10,0.0,0.056652971584558814,0.005117791969295586,0.00046171172401565305,4.163467645322639e-05,3.7533473165937547e-06,3.382965433006741e-07,3.048676955915718e-08,2.747089022396259e-09,2.720141919078383e-10,0.0,0.11994498911824163,0.010823207912599806,0.0009760380262086408,8.799186758023491e-05,7.93100331199176e-06,7.147368180980001e-07,6.440361135039354e-08,5.802690483210784e-09,5.745244973672444e-10
34,34.0,0.6977190658724862,0.0652637412884835,0.006098820407812124,0.0005697293341459217,5.321056994283483e-05,4.9688906726145716e-06,4.6394627496631245e-07,4.331437298921276e-08,4.043514584790182e-09,4.1630203742691087e-10,0.0,0.054121930597076144,0.005065769095172196,0.00047354331997559473,4.424621145389229e-05,4.133097549848755e-06,3.860053988112173e-07,3.604528473212652e-08,3.3655259552346525e-09,3.465582368287764e-10,0.0,0.11892086649934962,0.011118671534659112,0.0010389460526008857,9.705165440290219e-05,9.06412838677578e-06,8.46416602093363e-07,7.902972149512927e-08,7.378254453164284e-09,7.596925942402949e-10
35,35.0,0.6930143355456088,0.06706380681892626,0.006483801635536373,0.0006266510281832785,6.055249820951244e-05,5.850234921152569e-06,5.651496191698901e-07,5.458979540710326e-08,5.27258609204903e-09,5.636521125032906e-10,0.0,0.05171204431298655,0.005007470789370428,0.00048428429559041063,4.681554255347131e-05,4.524458442270736e-06,4.37183774193932e-07,4.223777163295577e-08,4.080272493130344e-09,4.3626376269003664e-10,0.0,0.11783471164551837,0.011398059234685617,0.0011018988815444616,0.00010649443619949112,1.0290308833926612e-05,9.941853313887178e-07,9.60409453052414e-08,9.276925510153958e-09,9.918035240981367e-10
36,36.0,0.6884460195211779,0.06882615657791993,0.0068745604359371415,0.0006864298984306623,6.852691440670005e-05,6.840119033370761e-06,6.826798368855311e-07,6.812869685028527e-08,6.798431460508916e-09,7.535397519443734e-10,0.0,0.04941698256785147,0.004943568791972348,0.0004939380012084853,4.933070628918569e-05,4.925525266112438e-06,4.917124710780462e-07,4.908078133663349e-08,4.898516946774691e-09,5.430419852380011e-10,0.0,0.11669336922037528,0.011661360215460275,0.0011646967032195813,0.00011629339569585104,1.1609580747974462e-05,1.1588247399095381e-06,1.1565674709852794e-07,1.154208651344957e-08,1.2794263862143507e-09
37,37.0,0.6840091631033773,0.07055103499013655,0.007270498642297556,0.0007490138646839512,7.714939005831016e-05,7.945386859468724e-06,8.181830031614389e-07,8.424556417940052e-08,8.673824535827241e-09,9.954664560318903e-10,0.0,0.047230781690841314,0.004874693744022664,0.0005025144845437188,5.1780695353569635e-05,5.334340684162335e-06,5.494390064889457e-07,5.6585052139861336e-08,5.826911876809546e-09,6.688437998727808e-10,0.0,0.11550312852461417,0.011908632433243395,0.0012271499830021969,0.0001264200481130061,1.3021359440035474e-05,1.3410303035652728e-06,1.3809393337258463e-07,1.4219103677301588e-08,1.6320039385339546e-09
38,38.0,0.6796990374114793,0.07223875981525774,0.007671038126205251,0.000814343388053945,8.643329198276683e-05,9.172690067454321e-06,9.73345552734477e-07,1.0327615608938137e-07,1.0957244845589329e-08,1.3004031054007637e-09,0.0,0.04514782080511682,0.0048014360817918616,0.0005100296801957903,5.415549329486302e-05,5.748919470466949e-06,6.1018015300442e-07,6.475528697285811e-08,6.871449948652875e-09,8.156319929792337e-10,0.0,0.11426976859779393,0.012139994601654271,0.0012890799832161286,0.00013684456093258945,1.4524457445691597e-05,1.5414030461885686e-06,1.6356406704373252e-07,1.7354919052480705e-08,2.0598314765352062e-09
39,39.0,0.6755111268839804,0.07388971158128702,0.008075621605371812,0.0008823522207057986,9.638977011119293e-05,1.052844512466967e-05,1.1498836601742783e-06,1.2557629694704454e-07,1.3712951463232913e-08,1.6808970196659406e-09,0.0,0.04316279983999587,0.004724347174011067,0.0005165046445199361,5.644609268563096e-05,6.167271589730076e-06,6.737248295460607e-07,7.359004057548287e-08,8.037351272579501e-09,9.853519696256902e-10,0.0,0.11299859942659467,0.012355618825646031,0.001350319122316846,0.0001475360609803932,1.6117108798718852e-05,1.7604428125357867e-06,1.9227094303710676e-07,2.09976023729562e-08,2.5740196274519053e-09
40,40.0,0.6714411175926599,0.07550432423873789,0.008483713209379632,0.0009529681345252368,0.00010702776406338082,1.201879385842672e-05,1.3495323655862037e-06,1.5152042050101285e-07,1.7010993221852236e-08,2.151169790777438e-09,0.0,0.04127071911758465,0.004643940641546103,0.000521964838981459,5.864449879767081e-05,6.587423419176337e-06,7.398372570049096e-07,8.308171243836802e-08,9.328964455224653e-09,1.1799016895199339e-09,0.0,0.1116944996217279,0.012555723837663922,0.0014107111907096528,0.00015846292614917314,1.7796998647695473e-05,1.9985430309491534e-06,2.2440816882732755e-07,2.5195871036162697e-08,3.1864412350738993e-09
41,41.0,0.6674848863066837,0.07708307689760156,0.00889479883563863,0.0010261136241397106,0.00011835402658779136,1.3649567814807913e-05,1.5740345957503663e-06,1.8149988632704306e-07,2.092715383327889e-08,2.7272037952517957e-09,0.0,0.03946686038868869,0.0045606938094675765,0.0005264394637040089,6.074372074867608e-05,7.007436966220874e-06,8.082602969776349e-07,9.32166392662952e-08,1.0749683083971136e-08,1.4011015054592493e-09,0.0,0.11036195088935967,0.012740568805328673,0.0014701114412151647,0.00016959305973259683,1.9561297307085355e-05,2.255986956629984e-06,2.60156888421343e-07,2.9998587406978096e-08,3.9096628998467e-09
42,42.0,0.663638490251783,0.0786264865250643,0.009308386324456602,0.0011017065807666,0.00013037316198500625,1.542625655636392e-05,1.8251302212431564e-06,2.1592109477269513e-07,2.554283170651032e-08,3.4268154704562553e-09,0.0,0.037746769203782386,0.004475049250305742,0.0005299608417747663,6.273775198457401e-05,7.425426996406405e-06,8.787188975109577e-07,1.0397527892749398e-07,1.2301878856385145e-08,1.6506645784593042e-09,0.0,0.1090050695904992,0.01291044767839193,0.0015283865709183977,0.0001808941459178441,2.1406697866269883e-05,2.5329453589847236e-06,2.996836826992311e-07,3.545424277845656e-08,4.75686209830706e-09
43,43.0,0.6598981575141218,0.08013510149604143,0.009724005479017464,0.0011796609342670543,0.00014308767767683738,1.7353979968942123e-05,2.1045452790220084e-06,2.552034283019724e-07,3.09448554392987e-08,4.269713662644049e-09,0.0,0.036106238514731,0.0043874163847129,0.0005325638539620203,6.462154183994068e-05,7.839576038744747e-06,9.509235764790757e-07,1.153324764988023e-07,1.3986852071176358e-08,1.9301685041323926e-09,0.0,0.10762763565284462,0.013065684042008438,0.001585414609820155,0.0001923338854868942,2.332945652528974e-05,2.8294755932776066e-06,3.431386732067813e-07,4.1610437210825584e-08,5.741731125536042e-09
