,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
40,40.0,0.6685909724594833,0.07507918524671685,0.008424197805338648,0.0009449650366641687,0.00010598113642180923,1.1884687099505352e-05,1.3326156540801433e-06,1.4941269876984064e-07,1.675100048478816e-08,2.1149691219045226e-09,0.0,0.041365780982181306,0.004648146594750927,0.00052170940119388,5.853411839338563e-05,6.5658634077053074e-06,7.363884547650994e-07,8.257921589328207e-08,9.25962335348178e-09,1.1692941907240581e-09,0.0,0.11150767837181416,0.012517261975471702,0.0014044306562621034,0.0001575376919164571,1.7668440011509675e-05,1.981342641032521e-06,2.2216692220651049e-07,2.4909486584041924e-08,3.1452813238117225e-09,0.0030530497655597414,0.0003426153085890882,3.843504004228983e-05,4.310851274720011e-06,4.834367760702943e-07,5.420895026903871e-08,6.078067339396029e-09,6.814422156529707e-10,7.639515316897803e-11,9.64523871398397e-12,0.0022665167783815676,0.00025451243932470794,2.8559528700501448e-05,3.2038052805320504e-06,3.59337014486754e-07,4.029772600819374e-08,4.5187095245331495e-09,5.066542666738075e-10,5.680388212420346e-11,7.172233413282556e-12,3.4834477272645512e-06,3.9081303425274477e-07,4.3835927710283736e-08,4.916157689776602e-09,5.512800143333737e-10,6.181293426905715e-11,6.93032642366282e-12,7.769622504167171e-13,8.710068150539685e-14,1.0996481888620162e-14
41,41.0,0.6646062425580506,0.07664327144571549,0.008831670045207633,0.0010174048504253187,0.00011718526485847914,1.3495857187780347e-05,1.5541303635779537e-06,1.78953882256324e-07,2.0604710990750435e-08,2.680935260640468e-09,0.0,0.03956155439964286,0.004565228394989753,0.0005262246054446438,6.063387902873713e-05,6.9849690152044974e-06,8.045404759939818e-07,9.265769538261917e-08,1.067026337095934e-08,1.3885492115326715e-09,0.0,0.11017847843910228,0.012701578096461755,0.0014635601887294759,0.0001686008983256091,1.9419630140097425e-05,2.236512797310191e-06,2.5755005387295576e-07,2.965641434094951e-08,3.858952605989476e-09,0.003084677799574697,0.0003554999927818502,4.0956461932109235e-05,4.717625568503635e-06,5.433349171957995e-07,6.257028136454814e-08,7.204986424303797e-09,8.295993443391023e-10,9.551638529349262e-11,1.242745110085187e-11,0.0022165462478620796,0.0002556097275251003,2.945636970292786e-05,3.393580255948384e-06,3.9089523916652824e-07,4.5020187190365406e-08,5.184549615398453e-09,5.97007012119507e-10,6.874133196606336e-11,8.944394331449635e-12,3.5773512929874238e-06,4.121750665732227e-07,4.747959677024951e-08,5.468513060391506e-09,6.29773218327915e-10,7.252058185231948e-11,8.350391391193491e-12,9.614469923489915e-13,1.1069300986989743e-13,1.440157127291131e-14
42,42.0,0.6607322142327845,0.07817213506833402,0.009241583547153608,0.0010922618370276893,0.00012907371469988126,1.525102175368883e-05,1.8018598985859254e-06,2.1286830687147474e-07,2.5146279638611046e-08,3.368233961467783e-09,0.0,0.037841004811195865,0.004479903890136615,0.0005297890230873813,6.262915520968538e-05,7.402144017069039e-06,8.74731179545769e-07,1.0335781267127541e-07,1.2211619422407863e-08,1.6359397464770553e-09,0.0,0.10882513166141222,0.012871004729092321,0.0015215737375549173,0.00017983447796738973,2.1251363166336905e-05,2.51102832992793e-06,2.966726935747367e-07,3.504865738583123e-08,4.694944775225147e-09,0.0031152833086128657,0.0003683411402850271,4.3537253284851006e-05,5.145089480464714e-06,6.079529939704175e-07,7.182985744123945e-08,8.486055551742252e-09,1.0024852834548826e-09,1.1842007581147017e-10,1.586129694843008e-11,0.002167820118840234,0.000256472391168167,3.0322716418682047e-05,3.5840696594841334e-06,4.2355575457380687e-07,5.004851612622127e-08,5.91330242165887e-09,6.98610053000888e-10,8.252978388505318e-11,1.1054840709387386e-11,3.670118972084693e-06,4.3383687619385834e-07,5.12721486038348e-08,6.058649778802752e-09,7.158543107047837e-10,8.45740264614384e-11,9.991231104832432e-12,1.1802526133714261e-12,1.3941456768920273e-13,1.8672714381159305e-14
43,43.0,0.6569650774258261,0.07966633356989006,0.009653473432242305,0.0011694506800975191,0.00014164890520749115,1.7155221838126188e-05,2.07750353719788e-06,2.515684933572891e-07,3.0461020338941614e-08,4.196201837072351e-09,0.0,0.03619993128639697,0.004392581586936853,0.0005324372714109726,6.451489355658394e-05,7.815580185699645e-06,9.46673637941764e-07,1.1465482597278886e-07,1.388502866299987e-08,1.9130374760192928e-09,0.0,0.10745139997534646,0.013025864514719692,0.0015783502580086486,0.00019120642045612638,2.315994027721357e-05,2.8049486969351e-06,3.396837745792135e-07,4.113330311228856e-08,5.6667716261013215e-09,0.003144907147521127,0.0003811292540469916,4.61742304983509e-05,5.593078463860004e-06,6.774063546283054e-07,8.2036487992553e-08,9.934178170130432e-09,1.2028989264728519e-09,1.4564729456182744e-10,2.0063174064370258e-11,0.0021203012245002467,0.00025711115174289687,3.11575117394596e-05,3.7747576858416267e-06,4.5723927026004974e-07,5.537913457194432e-08,6.706693199345675e-09,8.121527243547229e-10,9.834200937886803e-11,1.3547661817531644e-11,3.761731883851232e-06,4.5577350727664194e-07,5.5210593015409054e-08,6.687091296643773e-09,8.098567873522242e-10,9.807179005257634e-11,1.1875467785097294e-11,1.437911882037392e-12,1.740972350846752e-13,2.398145056801092e-14
44,44.0,0.653301186034843,0.08112644923804034,0.010066896583805083,0.0012488827863539234,0.00015491125200002226,1.9213110824847038e-05,2.382736561958993e-06,2.954775520194155e-07,3.66393363789265e-08,5.186072096570738e-09,0.0,0.03463436481175847,0.004303638585196821,0.0005342060072818503,6.628695502979188e-05,8.223548906426772e-06,1.0200699328581288e-06,1.2651875492427333e-07,1.569073675076928e-08,2.2212546200317743e-09,0.0,0.10606073627202248,0.013166504780247999,0.0016337797598464825,0.00020268494516078453,2.5141272123608856e-05,3.1182217023669468e-06,3.867143709544254e-07,4.7956064551489636e-08,6.788351441803347e-09,0.00317358819391695,0.0003938555358075983,4.8864203210345305e-05,6.061375199103827e-06,7.517967926882241e-07,9.323750361666756e-08,1.1562428566482296e-08,1.433774263823282e-09,1.777826777499234e-10,2.516321421487603e-11,0.0020739537782479564,0.00025753651196350354,3.195987241465134e-05,3.96514565535307e-06,4.918623699361594e-07,6.100674905154807e-08,7.566117818087456e-09,9.38288480670715e-10,1.1635169022329809e-10,1.6469373052132453e-11,3.85217420393551e-06,4.779605716200526e-07,5.929164618540893e-08,7.354252942265156e-09,9.120976427316065e-10,1.1311241429982536e-10,1.4026554846741741e-11,1.7392723167721221e-12,2.1565672322216398e-13,3.052294463879152e-14
45,45.0,0.6497370493384671,0.08255308423080547,0.010481431408657626,0.001330466851531971,0.00016885923921959817,2.1428935175362464e-05,2.719200340493958e-06,3.4502690962813213e-07,4.377642077561492e-08,6.3609986350008335e-09,0.0,0.03314055407273196,0.004213422210434699,0.0005351334615253809,6.794207377066234e-05,8.624411954192354e-06,1.0946145029664972e-06,1.3891477302350113e-07,1.7627882967523427e-08,2.5618198668772114e-09,0.0,0.10465630869043169,0.013293293337034918,0.0016877630505147318,0.000214238693916251,2.719092180840486e-05,3.4506850529757593e-06,4.3787628363213483e-07,5.556078560369693e-08,8.0738915003807e-09,0.0032013634605438505,0.00040651185017613877,5.160398664857357e-05,6.549712857851755e-06,8.312123266576526e-07,1.0547849233221102e-07,1.3383978069798007e-08,1.698168367154776e-09,2.1545373723587078e-10,3.130582908561394e-11,0.002028743310478045,0.0002577587356005488,3.272907867047213e-05,4.154753903551233e-06,5.273382513895602e-07,6.692442236385194e-08,8.492629040242932e-09,1.077627756427024e-09,1.3673172268809402e-10,1.986862571413813e-11,3.941432912858803e-06,5.00374286908024e-07,6.351175844629103e-08,8.060443028397201e-09,1.0228758060219011e-09,1.2979389659475297e-10,1.6468666714735992e-11,2.089485194200903e-12,2.6509391273832406e-13,3.851749816261721e-14
46,46.0,0.6462693239477386,0.08394685620939996,0.010896677506654155,0.001414109391038563,0.00018348949959312542,2.3806518975199656e-05,3.088492876747736e-06,4.0065395429947715e-07,5.197190257600755e-08,7.746062168794148e-09,0.0,0.031714952205908684,0.004122251635963868,0.0005352590188119616,6.947781144916913e-05,9.016630304982054e-06,1.1699973696186169e-06,1.5180364949582392e-07,1.969450200570855e-08,2.9357569823959774e-09,0.0,0.10324102290873453,0.013406614687298308,0.0017402114243977474,0.000225836903643766,2.930414845073979e-05,3.8020690056050916e-06,4.932608724576418e-07,6.398896660529215e-08,9.537764674555769e-09,0.003228268200314543,0.00041909068979056343,5.4390412755788816e-05,7.0577784291960195e-06,9.157270852451154e-07,1.188030563743155e-07,1.5412020720991555e-08,1.9992480065456674e-09,2.593297154482256e-10,3.865014785164294e-11,0.0019846366088003987,0.00025778783136681745,3.3464563886352213e-05,4.343123348045138e-06,5.63577444733042e-07,7.31236579879724e-08,9.486926900973976e-09,1.230731354725769e-09,1.5965249495000377e-10,2.379587248621044e-11,4.029497564259593e-06,5.229915081885358e-07,6.786714133607075e-08,8.805864578837166e-09,1.1424707607358067e-09,1.48213136757537e-10,1.92265809786291e-11,2.4939912692676693e-12,3.234954009907718e-13,4.82119268489648e-14
47,47.0,0.6428948062467275,0.08530839449939454,0.011312255264288468,0.0014997152352555533,0.00019879690092506762,2.634925215957735e-05,3.492159907861536e-06,4.6279962738803205e-07,6.132944367519193e-08,9.368257878867277e-09,0.0,0.030354204448030192,0.004030419480319382,0.0005346228407853832,7.089250829176957e-05,9.398771081792975e-06,1.245907202399288e-06,1.6514222971875218e-07,2.1887541559111592e-08,3.3438664436222076e-09,0.0,0.1018175426103102,0.013506866607534402,0.0017910463083619357,0.00023744955929706283,3.147595075581693e-05,4.1719999941871085e-06,5.529381389505369e-07,7.327931698349995e-08,1.1194380102364446e-08,0.0032543360045774574,0.0004315851416388622,5.722034016020188e-05,7.5852160745382804e-06,1.0054012906980758e-06,1.3325259070831426e-07,1.7659699234407005e-08,2.340275074397194e-09,3.1011999513155345e-10,4.7370335951755266e-11,0.0019416016615067546,0.00025763354033400666,3.4165904410733976e-05,4.529816755340834e-06,6.004885030957193e-07,7.95944953568438e-08,1.0549353093952439e-08,1.3981044439663758e-09,1.85280165341594e-10,2.8302993412198463e-11,4.116360071242835e-06,5.457897532462361e-07,7.23537938054933e-08,9.590617606740207e-09,1.2711413490239453e-09,1.6846539972428103e-10,2.232555436007952e-11,2.958503368183806e-12,3.9203322888601726e-13,5.988077700611011e-14
48,48.0,0.6396104252883074,0.08663833672125142,0.011727805386147783,0.001587187989788201,0.00021477463766763827,2.90600822555163e-05,3.93168660855901e-06,5.319059904885528e-07,7.195629131269922e-08,1.1256464320979907e-08,0.0,0.029055136614513425,0.003938193368999915,0.0005332655299863635,7.218523182752091e-05,9.769512752014465e-06,1.3220341939908888e-06,1.7888394365035445e-07,2.420289458905968e-08,3.786710357097098e-09,0.0,0.10038830828457908,0.01359445707982087,0.001840198872731272,0.0002490475277517643,3.370111008748855e-05,4.560005120852539e-06,6.169560598695186e-07,8.346734087925428e-08,1.305804996517384e-08,0.0032795988950987008,0.00044398885459863093,6.0090663062310436e-05,8.131630481731546e-06,1.1002813325633162e-06,1.4886608412221192e-07,2.0140032018875084e-08,2.7245909997749327e-09,3.6857207993442217e-10,5.765578652783098e-11,0.0018996076040739853,0.0002573053264186164,3.4832809583409624e-05,4.714419730637999e-06,6.379786609713866e-07,8.632561401759383e-08,1.1679889210237393e-08,1.5801912268198576e-09,2.137749679373647e-10,3.3442887910840266e-11,4.2020145093564185e-06,5.687472224830062e-07,7.69675274795108e-08,1.0414701878854342e-08,1.4091247596100843e-09,1.9064379889837877e-10,2.5791193982465338e-11,3.4889860580986792e-12,4.719637714708564e-13,7.382735618199196e-14
49,49.0,0.6364132361138507,0.08793732583789,0.01214298837631599,0.0016764304612703533,0.00023141432632637428,3.1941509452807676e-05,4.408489952209905e-06,6.084137943120925e-07,8.396279186369134e-08,1.3441393654515447e-08,0.0,0.02781474434575559,0.003845817452049514,0.0005312278320156892,7.335572426118735e-05,1.0127648705138751e-05,1.3980727207831065e-06,1.929793322256203e-07,2.6635444927053294e-08,4.264600836822612e-09,0.0,0.09895555450752551,0.013669801543359323,0.0018876096157842135,0.0002606026734136384,3.597423260742313e-05,4.965517393854944e-06,6.853401675265246e-07,9.458496069414422e-08,1.5142854419798404e-08,0.0033040874102116045,0.00045629600823027277,6.299831910856249e-05,8.696590192862561e-06,1.2003999239966313e-06,1.6567994341268757e-07,2.2865841961966107e-08,3.15560034306552e-09,4.3546916800148534e-10,6.971117798163773e-11,0.0018586246685154094,0.0002568123695302945,3.5465112018472975e-05,4.896541453619461e-06,6.759544564560398e-07,9.330444477527414e-08,1.2878158629919448e-08,1.7773703301822257e-09,2.452895703348298e-10,3.9269038923653367e-11,4.286456934846206e-06,5.91842813872287e-07,8.170399089561412e-08,1.1278020102408146e-08,1.5566356963119828e-09,2.148388042612349e-10,2.9649325419560095e-11,4.091632634133038e-12,5.646257897410868e-13,9.038455566135353e-14
50,50.0,0.6333004134678893,0.08920600757281037,0.012557483980292668,0.0017673450495898134,0.0002487061035709326,3.4995584797518326e-05,4.923911765652178e-06,6.927600745458625e-07,9.746187186818325e-08,1.5955523519820322e-08,0.0,0.026630183064538834,0.003753513871123185,0.0005285503733343701,7.44043492604902e-05,1.0472089347381077e-05,1.4737237721274169e-06,2.0737658235916453e-07,2.9179124718082785e-08,4.777591934633646e-09,0.0,0.09752132583329803,0.013733320440158379,0.0019332279288942088,0.00027208795644161695,3.8289790108897686e-05,5.3878815955543246e-06,7.580933691629425e-07,1.0666018256876137e-07,1.7462506696459007e-08,0.0033278306855502172,0.00046850128284240116,6.594029632105365e-05,9.279630883564567e-06,1.3057763327075584e-06,1.83727840864846e-07,2.584968761170771e-08,3.6367537632470967e-09,5.116273461648279e-10,8.375639316799358e-11,0.0018186241354043108,0.00025616356102436776,3.6062758190629855e-05,5.075815182914456e-06,7.143223145304217e-07,1.0051728601655075e-07,1.4143431827210515e-08,1.9899509496494504e-09,2.7996750642856596e-10,4.5835055702206116e-11,4.36968521695795e-06,6.150561335074519e-07,8.655869266089013e-08,1.2180381474198582e-08,1.713865722391398e-09,2.41137778742049e-10,3.3925858965250433e-11,4.772839694805509e-12,6.714376539369981e-13,1.0991544547876825e-13
51,51.0,0.6302692458810781,0.09044502815747495,0.01297099059662846,0.0018598341075960062,0.0002666387260309193,3.822391128824813e-05,5.479212503523808e-06,7.85375797894296e-07,1.125684924437766e-07,1.883301115555879e-08,0.0,0.025498758592462253,0.003661484171436759,0.0005252734321000007,7.533203883156664e-05,1.0801862853722798e-05,1.5486971370142598e-06,2.2202206198287685e-07,3.182698210334215e-08,5.325475138094128e-09,0.0,0.09608749141607476,0.013785437030331344,0.0019770116485447564,0.0002834775145690188,4.0642159234286464e-05,5.826360666222388e-06,8.351959945971253e-07,1.1971680685246288e-07,2.0030220298983458e-08,0.003350856529749864,0.00048059983083413045,6.891363915063586e-05,9.880258574998648e-06,1.41641667869307e-06,2.0304058494420719e-07,2.9103797317445438e-08,4.17153054915436e-09,5.97892436978636e-10,1.0002629783455805e-10,0.001779578288406442,0.0002553675011429556,3.6625799357831835e-05,5.251898551321258e-06,7.529890893744689e-07,1.0794942352698099e-07,1.5474634819359495e-08,2.2181697676643857e-09,3.179417045912584e-10,5.3194201983715846e-11,4.451698883160484e-06,6.38367502221649e-07,9.152702348662724e-08,1.312150553461687e-08,1.880982774531248e-09,2.696245457586618e-10,3.8646655511284393e-11,5.539179600834796e-12,7.938937607074658e-13,1.3281362592076765e-13
52,52.0,0.6273171300967763,0.09165503237122935,0.013383224666259613,0.0019538002695046893,0.0002851996708632826,4.1627647646580435e-05,6.075565757382638e-06,8.866835793971452e-07,1.2939908331321726e-07,2.210959058698591e-08,0.0,0.024417918377522562,0.003569910655449455,0.0005214367394782427,7.614024085266004e-05,1.1116114718696854e-05,1.6227133422064385e-06,2.3686084741662045e-07,3.457125748266551e-08,5.9077783795566145e-09,0.0,0.09465575847038595,0.013826575454050619,0.0020189266006355806,0.0002947467295656485,4.30256588225355e-05,6.280142493572145e-06,9.166060587761692e-07,1.3377418570043023e-07,2.285858013331723e-08,0.00337319149546789,0.000492587249307742,7.191545371856285e-05,1.0497952762624238e-05,1.5323142910731415e-06,2.2364601387076349e-07,3.2640006817441926e-08,4.7634209022083435e-09,6.95136534675273e-10,1.1877037798832423e-10,0.0017414603711694754,0.00025443249816679283,3.715438284478942e-05,5.424473673081657e-06,7.918625644395333e-07,1.1558525224465317e-07,1.6870360467559603e-08,2.462188651072102e-09,3.593331290567788e-10,6.139891639222207e-11,4.532498976260854e-06,6.617579587163121e-07,9.660427707408626e-08,1.4101026272788016e-08,2.058130839042945e-09,3.0037899027078124e-10,4.383739334821124e-11,6.3973711299005205e-12,9.335601777239421e-13,1.5950332304425544e-13
53,53.0,0.6244415658184559,0.09283666184111078,0.01379392004644334,0.002049146749327896,0.0003043752362801307,4.5207514528504556e-05,6.714053505341504e-06,9.970954898894744e-07,1.480709626570316e-07,2.582245393033046e-08,0.0,0.02338524328879355,0.003478957676316957,0.0005170793089373934,7.683086774116756e-05,1.141410624546758e-05,1.695505340482015e-06,2.518372362864813e-07,3.740346668103442e-08,6.523768435984717e-09,0.0,0.09322768466820029,0.013857159018742684,0.002058946141755283,0.00030587227941865385,4.5434585185888095e-05,6.748347003359644e-06,1.0022597238007282e-06,1.4884702905114124e-07,2.5959419250822796e-08,0.0033948609460501627,0.0005044595539361531,7.494291230921217e-05,1.1132169448596628e-05,1.6534501165744756e-06,2.455689115287276e-07,3.646970068670497e-08,5.415908151555354e-09,8.042542691312853e-10,1.4025223787523895e-10,0.0017042445464278005,0.00025336656903315316,3.7648743704732464e-05,5.593247083557417e-06,8.308519096542433e-07,1.2340839852992404e-07,1.8328882323233682e-08,2.7220931215590364e-09,4.042495495307241e-10,7.050033184520761e-11,4.612087922469395e-06,6.852092595979518e-07,1.0178566983786584e-07,1.5118496432596613e-08,2.245429781945475e-09,3.334766951406877e-10,4.9523437119089135e-11,7.354248651414832e-12,1.092069559444811e-12,1.904392194453045e-13
54,54.0,0.6216401507568114,0.09399055357248642,0.014202827375235554,0.0021457776107367374,0.00032415064132306496,4.8963802942494115e-05,7.395662099352854e-06,1.1170109701628197e-06,1.6870174888445074e-07,3.001011804524067e-08,0.0,0.022398439937644895,0.003388772870123252,0.0005122392911248865,7.740624664340669e-05,1.169521210891585e-05,1.7668199516296062e-06,2.6689524014012236e-07,4.031448936469877e-08,7.17245654335004e-09,0.0,0.09180468956216022,0.013877608691605915,0.0020970507014250695,0.0003168321773248765,4.786324516364969e-05,7.230033452854937e-06,1.0920719434152237e-06,1.649452594107394e-07,2.9343702729848992e-08,0.0034158891181437106,0.0005162131540624184,7.79932571736283e-05,1.1782344067088986e-05,1.7797931725011349e-06,2.6883094498098273e-07,4.060375798568075e-08,6.132451073806072e-09,9.261588391292453e-10,1.6474896216527964e-10,0.0016679058571907254,0.000252177441204689,3.810919677066464e-05,5.757949530608761e-06,8.698680957047123e-07,1.314018416721137e-07,1.9848170705020738e-08,2.9978915814666945e-09,4.5278445121141364e-10,8.054780055524539e-11,4.690469409552289e-06,7.087038766878496e-07,1.0706635946431155e-07,1.6173391973053044e-08,2.4429753238112446e-09,3.6898861408064605e-10,5.5729710059170386e-11,8.416730151025891e-12,1.2711153866435741e-12,2.2610601528731538e-13
55,55.0,0.6189105759569994,0.09511733868465244,0.01460971343160228,0.002243598009816129,0.0003445101242616456,5.289638464187535e-05,8.121278979655485e-06,1.2468148660551266e-06,1.9140877021434095e-07,3.471227792495258e-08,0.0,0.021455333488133804,0.0032994883266865022,0.0005069538520311752,7.786907145955976e-05,1.1958917122972446e-05,1.8364190622179996e-06,2.819790518387697e-07,4.329466110540242e-08,7.85260700236798e-09,0.0,0.09038806511627663,0.013888341778973053,0.0021332273287141845,0.000327605798585543,5.030598684469449e-05,7.724207836166853e-06,1.1859372718346768e-06,1.8207391511135013e-07,3.3021420038403934e-08,0.0034362991805330077,0.0005278448290028585,8.106380370067828e-05,1.2447894294054281e-05,1.911301037369556e-06,2.934506227025661e-07,4.505250237990455e-08,6.916466478968814e-09,1.0617778576139675e-09,1.9255034770946717e-10,0.0016324201898910223,0.00025087255559992167,3.853612910218881e-05,5.91833563585418e-06,9.088242658147877e-07,1.3954803349616994e-07,2.1425910689697517e-08,3.289515267835409e-09,5.05016094559103e-10,9.158843090801653e-11,4.767648274281374e-06,7.322249919367482e-07,1.1244146231181933e-07,1.7265116640156277e-08,2.6508391497231663e-09,4.069807819850812e-10,6.248057055041782e-11,9.591784434864282e-12,1.4724455899354856e-12,2.6701771836002857e-13
56,56.0,0.6162506213879202,0.09621764132836245,0.015014360495505981,0.0023425144121977863,0.0003654370390791598,5.7004724263630716e-05,8.891690099235959e-06,1.386875596381849e-06,2.163084776839504e-07,3.996964834177023e-08,0.0,0.020553860922118264,0.0032112216993665276,0.0005012590722639448,7.822235694785743e-05,1.2204812335739557e-05,1.9040805929613045e-06,2.970334837105593e-07,4.633386757042226e-08,8.562748514197225e-09,0.0,0.0889789854181418,0.01388977077542153,0.002167469246086894,0.0003381738964783123,5.275722788976222e-05,8.229830318091078e-06,1.2837308180756782e-06,2.0023310102645283e-07,3.700148702804419e-08,0.003456113289456069,0.0005393517055210582,8.415194300958466e-05,1.3128222734923799e-05,2.047920372757825e-06,3.1944327252121147e-07,4.982565693332496e-08,7.771312212104356e-09,1.2120490523113898e-09,2.2395801185192848e-10,0.0015977642393790474,0.00024945907041911325,3.892999282962897e-05,6.07418344282661e-06,9.476360658622953e-07,1.4782901507286217e-07,2.3059521703377905e-08,3.5968188992811784e-09,5.610067313640589e-10,1.0366664208835239e-10,4.843630398456696e-06,7.557564902465129e-07,1.1790606966783357e-07,1.839300661108209e-08,2.86906914431301e-09,4.4751406300230557e-10,6.97996939099534e-11,1.0886397838937314e-11,1.69785562381812e-12,3.1371666561702657e-13
57,57.0,0.6136581517767086,0.09729207776476526,0.015416565711644572,0.002442434786065403,0.0003869139495882147,6.128789299240575e-05,9.707578035435826e-06,1.5375434633577352e-06,2.435158668689662e-07,4.582379536356872e-08,0.0,0.019692064727307914,0.003124077254804185,0.0004951898653797972,7.846939509170071e-05,1.2432590568344477e-05,1.969599244758382e-06,3.120043733147614e-07,4.9421639416339886e-08,9.301187955407061e-09,0.0,0.08757851564011963,0.013882302366840068,0.0021997754128567316,0.00034851860815476935,5.5211481419457424e-05,8.74582262112712e-06,1.3853093266314716e-06,2.19417985122854e-07,4.1291658509472974e-08,0.003475352640637567,0.0005507312364366989,8.725514401453369e-05,1.3822719485503782e-05,2.18958747031583e-06,3.4682103815291103e-07,5.493230371450314e-08,8.700270707049885e-09,1.3779158650585555e-09,2.592843857193758e-10,0.0015639154756552044,0.0002479438657195011,3.929129839355686e-05,6.225293867859029e-06,9.862219340089694e-07,1.5622652967293432e-07,2.4746178406893048e-08,3.919581973434143e-09,6.208019809874254e-10,1.1682374183207537e-10,4.91842261283729e-06,7.792829504728784e-07,1.2345526288398112e-07,1.9556335175123626e-08,3.097689741633889e-09,4.906439362971882e-10,7.770996021874637e-11,1.2307540760105353e-11,1.949181062667745e-12,3.6677228216283093e-13
58,58.0,0.6111311126728327,0.09834125558746645,0.015816140459939062,0.0025432687725171215,0.00040892272079180703,6.574458353682403e-05,1.0569520761014628e-05,1.6991491129785992e-06,2.731439132153753e-07,5.231695942597429e-08,0.0,0.018868086978911038,0.0030381468639175927,0.0004887799133483197,7.861371386058249e-05,1.2642041505272272e-05,2.0327870362447966e-06,3.2683895447866324e-07,5.2547246580627314e-08,1.0066026280692546e-08,0.0,0.08618762031102471,0.013866336572898458,0.002230150100195102,0.00035862345157578206,5.7663379464376696e-05,9.271075298396829e-06,1.4905123653375679e-06,2.396188387084838e-07,4.589845215857997e-08,0.003494037518258003,0.0005619811803309235,9.037095500901621e-05,1.4530764562891176e-05,2.3362288182945306e-06,3.755928931445686e-07,6.038084829572736e-08,9.706533214597692e-09,1.5603229925449993e-09,2.988516021578763e-10,0.00153085211224066,0.00024633354861181066,3.962060817483462e-05,6.371490068351528e-06,1.0245033513007641e-06,1.647221312370911e-07,2.648283258053691e-08,4.257510667137336e-09,6.844303681250125e-10,1.3109753212091058e-10,4.99203260837025e-06,8.027896348577131e-07,1.2908412741627366e-07,2.075431741930477e-08,3.3367023795410253e-09,5.364203190936102e-10,8.623334888311771e-11,1.3862134312293757e-11,2.2282897937209607e-12,4.267795869735775e-13
59,59.0,0.6086675267273353,0.09936577307141785,0.01621290973535305,0.0026449278347482805,0.00043144460717246076,7.037312621489388e-05,1.1477991043009e-05,1.87200215075898e-06,3.053030254632514e-07,5.949187168572672e-08,0.0,0.01808016378777568,0.0029535109357837225,0.00048206161735206085,7.865903844979124e-05,1.2833046435374196e-05,2.0934736470037233e-06,3.414861920198338e-07,5.5699790792602096e-08,1.0855176228998433e-08,0.0,0.0848071709544142,0.013842266015528832,0.0022586024792614068,0.00036847331445464057,6.010769400021109e-05,9.804454833240071e-06,1.5991636015694358e-06,2.6082111779831305e-07,5.082708430202319e-08,0.003512187341062167,0.0005730995823081556,9.349700481455383e-05,1.5251730204598105e-05,2.4877616823713755e-06,4.057646709819892e-07,6.61789891706641e-08,1.079318481307509e-08,1.760211909956962e-09,3.4299028903351847e-10,0.0014985530760926614,0.00024463445896581276,3.9918530507847083e-05,6.512616741908579e-06,1.0624050549175642e-06,1.7329728775844662e-07,2.826623572766947e-08,4.610240287362072e-09,7.519030211073703e-10,1.465219470278385e-10,5.0644688541578415e-06,8.26262477115559e-07,1.3478776580176933e-07,2.1986114889945654e-08,3.5860860482965745e-09,5.848874262640704e-10,9.53908405088155e-11,1.5557017395567546e-11,2.5370738843623263e-12,4.94357457689091e-13
60,60.0,0.6062654901737453,0.10036621863410863,0.01660671153917949,0.0027473253874844886,0.0004544603376530365,7.517150595599649e-05,1.2433356434557169e-05,2.0563899162741894e-06,3.4010052119534117e-07,6.73915653951228e-08,0.0,0.017326620089970764,0.002870239296262529,0.0004750660622534925,7.860925504440673e-05,1.3005572734054464e-05,2.1515065814861314e-06,3.558970792502921e-07,5.8868295259894616e-08,1.166638150326536e-08,0.0,0.08343795314472871,0.01381047530111767,0.002285146223687085,0.0003780544361304446,6.253935561320183e-05,1.0344810514145474e-05,1.7110721484568313e-06,2.8300558266582275e-07,5.6081417937602106e-08,0.0035298207057947693,0.0005840847557735693,9.663100353552427e-05,1.598498303527085e-05,2.6440946959694632e-06,4.3733911008730927e-07,7.233369206669679e-08,1.1963190294632128e-08,1.9785164173168867e-09,3.920382794554258e-10,0.0014669979789769727,0.00024285267552668933,4.018571406762513e-05,6.648539368700488e-06,1.0998552159228476e-06,1.8193347909113498e-07,3.009296213336626e-08,4.977338217761806e-09,8.232135276249126e-10,1.631267262775391e-10,5.1357405216480706e-06,8.496880693774465e-07,1.4056130960663292e-07,2.3250840204667207e-08,3.845797923259743e-09,6.360836654528306e-10,1.0520232655709743e-10,1.739891444698976e-11,2.877441202096994e-12,5.701466695695581e-13
